PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_NAME;REQUIREMENTS_ATTRIBUTES_WELLARCHITECTEDQUESTIONID;REQUIREMENTS_ATTRIBUTES_WELLARCHITECTEDPRACTICEID;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_LEVELOFRISK;REQUIREMENTS_ATTRIBUTES_ASSESSMENTMETHOD;REQUIREMENTS_ATTRIBUTES_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IMPLEMENTATIONGUIDANCEURL;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL06-BP01;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;REL06-BP01 Monitor all components for the workload (Generation);monitor-aws-resources;rel_monitor_aws_resources_monitor_resources;Change management;Monitor workload resources;High;Automated;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html#implementation-guidance;FAIL;Lambda function amplify-foretaleapplicati-CustomCDKBucketDeploymen-FXznycEQBetj is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:442426872653:function:amplify-foretaleapplicati-CustomCDKBucketDeploymen-FXznycEQBetj;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;amplify-foretaleapplicati-CustomCDKBucketDeploymen-FXznycEQBetj;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL06-BP01;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;REL06-BP01 Monitor all components for the workload (Generation);monitor-aws-resources;rel_monitor_aws_resources_monitor_resources;Change management;Monitor workload resources;High;Automated;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html#implementation-guidance;FAIL;Lambda function amplify-djeky3rjf2dd9-mai-TableManagerCustomProvid-B3uQjHfpTgGc is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:442426872653:function:amplify-djeky3rjf2dd9-mai-TableManagerCustomProvid-B3uQjHfpTgGc;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;amplify-djeky3rjf2dd9-mai-TableManagerCustomProvid-B3uQjHfpTgGc;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL06-BP01;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;REL06-BP01 Monitor all components for the workload (Generation);monitor-aws-resources;rel_monitor_aws_resources_monitor_resources;Change management;Monitor workload resources;High;Automated;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html#implementation-guidance;FAIL;Lambda function amplify-djeky3rjf2dd9-mai-AmplifyBranchLinkerCusto-PzFOe0uDZQWB is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:442426872653:function:amplify-djeky3rjf2dd9-mai-AmplifyBranchLinkerCusto-PzFOe0uDZQWB;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;amplify-djeky3rjf2dd9-mai-AmplifyBranchLinkerCusto-PzFOe0uDZQWB;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL06-BP01;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;REL06-BP01 Monitor all components for the workload (Generation);monitor-aws-resources;rel_monitor_aws_resources_monitor_resources;Change management;Monitor workload resources;High;Automated;Monitor components and services of AWS workload effectifely, using tools like Amazon CloudWatch and AWS Health Dashboard. Define relevant metrics, set thresholds, and analyze metrics and logs for early detection of issues.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_monitor_aws_resources_monitor_resources.html#implementation-guidance;FAIL;Lambda function calling-s3-presigned-url is not recorded by CloudTrail.;arn:aws:lambda:us-east-1:442426872653:function:calling-s3-presigned-url;awslambda_function_invoke_api_operations_cloudtrail_logging_enabled;False;calling-s3-presigned-url;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL09-BP03;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;REL09-BP03 Perform data backup automatically;backing-up-data;rel_backing_up_data_automated_backups_data;Failure management;Backup up data;High;Automated;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html#implementation-guidance;PASS;CloudFormation Stack awsconfigconforms-cis-aws-foundations-benchmark-conformance-pack-x0ulvansa has termination protection enabled.;arn:aws:cloudformation:us-east-1:442426872653:stack/awsconfigconforms-cis-aws-foundations-benchmark-conformance-pack-x0ulvansa/380295b0-3b97-11f1-842d-12ba73b1f33f;cloudformation_stacks_termination_protection_enabled;False;awsconfigconforms-cis-aws-foundations-benchmark-conformance-pack-x0ulvansa;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL09-BP03;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;REL09-BP03 Perform data backup automatically;backing-up-data;rel_backing_up_data_automated_backups_data;Failure management;Backup up data;High;Automated;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html#implementation-guidance;FAIL;CloudFormation Stack amplify-djeky3rjf2dd9-main-branch-ce2848e184 has termination protection disabled.;arn:aws:cloudformation:us-east-1:442426872653:stack/amplify-djeky3rjf2dd9-main-branch-ce2848e184/5ace2150-1bf2-11f1-a538-0affce72f097;cloudformation_stacks_termination_protection_enabled;False;amplify-djeky3rjf2dd9-main-branch-ce2848e184;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL09-BP03;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;REL09-BP03 Perform data backup automatically;backing-up-data;rel_backing_up_data_automated_backups_data;Failure management;Backup up data;High;Automated;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html#implementation-guidance;FAIL;CloudFormation Stack Infra-ECS-Cluster-cluster-db-process-84451853 has termination protection disabled.;arn:aws:cloudformation:us-east-1:442426872653:stack/Infra-ECS-Cluster-cluster-db-process-84451853/b6bc38e0-1705-11f1-96fb-0affeb9748af;cloudformation_stacks_termination_protection_enabled;False;Infra-ECS-Cluster-cluster-db-process-84451853;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL09-BP03;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;REL09-BP03 Perform data backup automatically;backing-up-data;rel_backing_up_data_automated_backups_data;Failure management;Backup up data;High;Automated;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html#implementation-guidance;FAIL;CloudFormation Stack ECS-Console-V2-Service-ecservice-servers-deepai-cluster-deep-agents-356eefc2 has termination protection disabled.;arn:aws:cloudformation:us-east-1:442426872653:stack/ECS-Console-V2-Service-ecservice-servers-deepai-cluster-deep-agents-356eefc2/e7a676b0-165a-11f1-bd81-122419eb6ddf;cloudformation_stacks_termination_protection_enabled;False;ECS-Console-V2-Service-ecservice-servers-deepai-cluster-deep-agents-356eefc2;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL09-BP03;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;REL09-BP03 Perform data backup automatically;backing-up-data;rel_backing_up_data_automated_backups_data;Failure management;Backup up data;High;Automated;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html#implementation-guidance;FAIL;CloudFormation Stack Infra-ECS-Cluster-cluster-deep-agents-8217cb76 has termination protection disabled.;arn:aws:cloudformation:us-east-1:442426872653:stack/Infra-ECS-Cluster-cluster-deep-agents-8217cb76/9427adf0-164c-11f1-b6b8-0e033a2d17cd;cloudformation_stacks_termination_protection_enabled;False;Infra-ECS-Cluster-cluster-deep-agents-8217cb76;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL09-BP03;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;REL09-BP03 Perform data backup automatically;backing-up-data;rel_backing_up_data_automated_backups_data;Failure management;Backup up data;High;Automated;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html#implementation-guidance;FAIL;CloudFormation Stack ECS-Console-V2-Service-ecservice-servers-embedding-cluster-jobs-embedding-d624bb70 has termination protection disabled.;arn:aws:cloudformation:us-east-1:442426872653:stack/ECS-Console-V2-Service-ecservice-servers-embedding-cluster-jobs-embedding-d624bb70/4b9b4200-154c-11f1-9e6b-0e2a90ed8a71;cloudformation_stacks_termination_protection_enabled;False;ECS-Console-V2-Service-ecservice-servers-embedding-cluster-jobs-embedding-d624bb70;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL09-BP03;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;REL09-BP03 Perform data backup automatically;backing-up-data;rel_backing_up_data_automated_backups_data;Failure management;Backup up data;High;Automated;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html#implementation-guidance;FAIL;CloudFormation Stack Infra-ECS-Cluster-cluster-worker-agents-53760195 has termination protection disabled.;arn:aws:cloudformation:us-east-1:442426872653:stack/Infra-ECS-Cluster-cluster-worker-agents-53760195/14fa1df0-14b8-11f1-88aa-0afff05f6923;cloudformation_stacks_termination_protection_enabled;False;Infra-ECS-Cluster-cluster-worker-agents-53760195;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL09-BP03;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;REL09-BP03 Perform data backup automatically;backing-up-data;rel_backing_up_data_automated_backups_data;Failure management;Backup up data;High;Automated;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html#implementation-guidance;FAIL;CloudFormation Stack Infra-ECS-Cluster-cluster-jobs-cache-08d60943 has termination protection disabled.;arn:aws:cloudformation:us-east-1:442426872653:stack/Infra-ECS-Cluster-cluster-jobs-cache-08d60943/22aa0850-146f-11f1-9d38-12de12ff1ba1;cloudformation_stacks_termination_protection_enabled;False;Infra-ECS-Cluster-cluster-jobs-cache-08d60943;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL09-BP03;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;REL09-BP03 Perform data backup automatically;backing-up-data;rel_backing_up_data_automated_backups_data;Failure management;Backup up data;High;Automated;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html#implementation-guidance;FAIL;CloudFormation Stack Infra-ECS-Cluster-cluster-jobs-embedding-e5026a5f has termination protection disabled.;arn:aws:cloudformation:us-east-1:442426872653:stack/Infra-ECS-Cluster-cluster-jobs-embedding-e5026a5f/196a0560-146f-11f1-a5ab-0ef896ec8bf3;cloudformation_stacks_termination_protection_enabled;False;Infra-ECS-Cluster-cluster-jobs-embedding-e5026a5f;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL09-BP03;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;REL09-BP03 Perform data backup automatically;backing-up-data;rel_backing_up_data_automated_backups_data;Failure management;Backup up data;High;Automated;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html#implementation-guidance;FAIL;CloudFormation Stack amplify-foretaleapplication-bharatharcotbabu-sandbox-e7b52215e8 has termination protection disabled.;arn:aws:cloudformation:us-east-1:442426872653:stack/amplify-foretaleapplication-bharatharcotbabu-sandbox-e7b52215e8/5275daa0-0c6d-11f1-9493-0e2d1ff218a9;cloudformation_stacks_termination_protection_enabled;False;amplify-foretaleapplication-bharatharcotbabu-sandbox-e7b52215e8;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL09-BP03;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;REL09-BP03 Perform data backup automatically;backing-up-data;rel_backing_up_data_automated_backups_data;Failure management;Backup up data;High;Automated;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html#implementation-guidance;FAIL;CloudFormation Stack CDKToolkit has termination protection disabled.;arn:aws:cloudformation:us-east-1:442426872653:stack/CDKToolkit/cd10af20-0c6c-11f1-801f-0affc2766e8f;cloudformation_stacks_termination_protection_enabled;False;CDKToolkit;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL09-BP03;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;REL09-BP03 Perform data backup automatically;backing-up-data;rel_backing_up_data_automated_backups_data;Failure management;Backup up data;High;Automated;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html#implementation-guidance;FAIL;CloudFormation Stack pipe-controls-execution has termination protection disabled.;arn:aws:cloudformation:us-east-1:442426872653:stack/pipe-controls-execution/6ef47d40-d990-11f0-9681-126057a9da8b;cloudformation_stacks_termination_protection_enabled;False;pipe-controls-execution;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL09-BP03;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;REL09-BP03 Perform data backup automatically;backing-up-data;rel_backing_up_data_automated_backups_data;Failure management;Backup up data;High;Automated;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html#implementation-guidance;FAIL;CloudFormation Stack Infra-ECS-Cluster-cluster-uploads-ffb6abb4 has termination protection disabled.;arn:aws:cloudformation:us-east-1:442426872653:stack/Infra-ECS-Cluster-cluster-uploads-ffb6abb4/a25556e0-989b-11f0-aa6c-129fe66bf817;cloudformation_stacks_termination_protection_enabled;False;Infra-ECS-Cluster-cluster-uploads-ffb6abb4;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL09-BP03;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;REL09-BP03 Perform data backup automatically;backing-up-data;rel_backing_up_data_automated_backups_data;Failure management;Backup up data;High;Automated;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html#implementation-guidance;FAIL;CloudFormation Stack ECS-Console-V2-Service-td-testcase-with-impact-creator-service-sn07agps-cluster-agents-c71b5fa8 has termination protection disabled.;arn:aws:cloudformation:us-east-1:442426872653:stack/ECS-Console-V2-Service-td-testcase-with-impact-creator-service-sn07agps-cluster-agents-c71b5fa8/b5fd7e10-87fd-11f0-af14-0e4d59fa4179;cloudformation_stacks_termination_protection_enabled;False;ECS-Console-V2-Service-td-testcase-with-impact-creator-service-sn07agps-cluster-agents-c71b5fa8;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
aws;Best Practices for the AWS Well-Architected Framework Reliability Pillar encompasses the ability of a workload to perform its intended function correctly and consistently when it’s expected to. This includes the ability to operate and test the workload through its total lifecycle.;442426872653;us-east-1;2026-04-20 09:06:04.789728;REL09-BP03;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;REL09-BP03 Perform data backup automatically;backing-up-data;rel_backing_up_data_automated_backups_data;Failure management;Backup up data;High;Automated;Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.;https://docs.aws.amazon.com/wellarchitected/latest/reliability-pillar/rel_backing_up_data_automated_backups_data.html#implementation-guidance;FAIL;CloudFormation Stack ECS-Console-V2-Service-td-sql-query-generation-service-au9971x2-cluster-agents-7d596718 has termination protection disabled.;arn:aws:cloudformation:us-east-1:442426872653:stack/ECS-Console-V2-Service-td-sql-query-generation-service-au9971x2-cluster-agents-7d596718/12a07ab0-8717-11f0-94eb-0ed01b5aa809;cloudformation_stacks_termination_protection_enabled;False;ECS-Console-V2-Service-td-sql-query-generation-service-au9971x2-cluster-agents-7d596718;AWS-Well-Architected-Framework-Reliability-Pillar;AWS Well-Architected Framework Reliability Pillar
